voltage,current,power,pf,z
223.1,1.089,201.8,0.83,204.9
223.1,1.089,201.9,0.83,204.9
223.1,1.089,201.9,0.83,204.9
223.1,1.088,201.9,0.83,205.1
223.1,1.088,201.9,0.83,205.1
223.1,1.088,201.7,0.83,205.1
223.1,1.088,201.7,0.83,205.1
223.1,1.088,201.7,0.83,205.1
223.1,1.088,201.7,0.83,205.1
223.2,1.09,202.1,0.83,204.8
223.2,1.09,202.1,0.83,204.8
223.1,1.088,201.7,0.83,205.1
223.1,1.088,201.7,0.83,205.1
223.1,1.088,201.9,0.83,205.1
223.1,1.088,201.9,0.83,205.1
223.1,1.088,201.8,0.83,205.1
223.1,1.088,201.8,0.83,205.1
223,1.088,201.8,0.83,205.0
223,1.088,201.8,0.83,205.0
223,1.088,201.8,0.83,205.0
223,1.088,201.8,0.83,205.0
222.8,1.085,201.2,0.83,205.3
222.8,1.085,201.2,0.83,205.3
223.1,1.088,201.8,0.83,205.1
223.1,1.088,201.8,0.83,205.1
223.1,1.088,201.7,0.83,205.1
223.1,1.088,201.7,0.83,205.1
223,1.087,201.6,0.83,205.2
223,1.087,201.6,0.83,205.2
223,1.087,201.6,0.83,205.2
223,1.087,201.6,0.83,205.2
223.1,1.088,201.8,0.83,205.1
223.1,1.088,201.8,0.83,205.1
223.2,1.089,201.9,0.83,205.0
223.2,1.089,201.9,0.83,205.0
223.2,1.088,201.9,0.83,205.1
223.2,1.088,201.9,0.83,205.1
223.1,1.088,201.9,0.83,205.1
223.1,1.088,201.9,0.83,205.1
223.3,1.09,202.2,0.83,204.9
223.3,1.09,202.2,0.83,204.9
223.2,1.089,202.1,0.83,205.0
223.2,1.089,202.1,0.83,205.0
223.2,1.089,202.1,0.83,205.0
223.1,1.088,202,0.83,205.1
223.2,1.089,202.2,0.83,205.0
223.2,1.089,202.2,0.83,205.0
223.3,1.089,202.1,0.83,205.1
223.3,1.089,202.1,0.83,205.1
223.3,1.091,202.3,0.83,204.7
223.3,1.091,202.3,0.83,204.7
223.3,1.091,202.3,0.83,204.7
223.4,1.091,202.4,0.83,204.8
223.4,1.091,202.4,0.83,204.8
223.3,1.091,202.3,0.83,204.7
223.3,1.091,202.3,0.83,204.7
223.3,1.09,202.3,0.83,204.9
223.3,1.09,202.3,0.83,204.9
223.3,1.09,202.3,0.83,204.9
223.3,1.09,202.3,0.83,204.9
223.3,1.09,202.3,0.83,204.9
223.3,1.09,202.3,0.83,204.9
223.3,1.091,202.4,0.83,204.7
223.3,1.091,202.4,0.83,204.7
223.3,1.09,202.2,0.83,204.9
223.3,1.09,202.2,0.83,204.9
223.2,1.089,202,0.83,205.0
223.2,1.089,202,0.83,205.0
223.3,1.09,202.1,0.83,204.9
223.3,1.09,202.1,0.83,204.9
223.3,1.09,202.3,0.83,204.9
223.3,1.09,202.3,0.83,204.9
223.3,1.091,202.3,0.83,204.7
223.3,1.091,202.3,0.83,204.7
223.3,1.091,202.2,0.83,204.7
223.3,1.091,202.2,0.83,204.7
223.3,1.091,202.4,0.83,204.7
223.3,1.091,202.4,0.83,204.7
223.3,1.091,202.3,0.83,204.7
223.3,1.091,202.3,0.83,204.7
223,1.088,201.7,0.83,205.0
223,1.088,201.7,0.83,205.0
223.3,1.091,202.2,0.83,204.7
223.3,1.091,202.2,0.83,204.7
223.3,1.091,202.3,0.83,204.7
