voltage,current,power,pf,z
229.4,1.144,211.5,0.81,200.5
229.4,1.144,211.5,0.81,200.5
229.4,1.144,211.5,0.81,200.5
229.4,1.144,211.6,0.81,200.5
229.4,1.144,211.6,0.81,200.5
229.4,1.145,211.7,0.81,200.3
229.4,1.147,211.8,0.8,200.0
229.4,1.147,211.8,0.8,200.0
229.3,1.145,211.5,0.81,200.3
229.3,1.145,211.5,0.81,200.3
229.3,1.145,211.5,0.81,200.3
229.3,1.145,211.5,0.81,200.3
229.3,1.145,211.5,0.81,200.3
229.3,1.145,211.7,0.81,200.3
229.3,1.145,211.7,0.81,200.3
228.9,1.14,210.9,0.81,200.8
228.9,1.14,210.9,0.81,200.8
229.1,1.144,211.3,0.81,200.3
229.1,1.144,211.3,0.81,200.3
229.1,1.143,211.4,0.81,200.4
229.1,1.143,211.4,0.81,200.4
229.2,1.143,211.5,0.81,200.5
229.2,1.143,211.5,0.81,200.5
229.1,1.142,211.2,0.81,200.6
229.1,1.142,211.2,0.81,200.6
229.1,1.142,211.2,0.81,200.6
229.1,1.142,211.2,0.81,200.6
229.1,1.143,211.1,0.81,200.4
229.1,1.143,211.1,0.81,200.4
229.1,1.143,211.2,0.81,200.4
229.1,1.143,211.2,0.81,200.4
229.1,1.143,211.4,0.81,200.4
229.1,1.143,211.4,0.81,200.4
229.1,1.143,211.5,0.81,200.4
229.1,1.143,211.5,0.81,200.4
229,1.142,211.2,0.81,200.5
229,1.142,211.2,0.81,200.5
229,1.144,211.4,0.81,200.2
229,1.144,211.4,0.81,200.2
229.1,1.144,211.4,0.81,200.3
229.1,1.144,211.4,0.81,200.3
229.2,1.145,211.7,0.81,200.2
229.2,1.145,211.7,0.81,200.2
228.8,1.139,210.8,0.81,200.9
228.8,1.139,210.8,0.81,200.9
228.8,1.139,210.5,0.81,200.9
228.8,1.139,210.5,0.81,200.9
228.8,1.14,210.8,0.81,200.7
228.8,1.14,210.8,0.81,200.7
228.8,1.14,210.8,0.81,200.7
228.8,1.14,210.8,0.81,200.7
228.8,1.14,211,0.81,200.7
228.8,1.14,211,0.81,200.7
228.8,1.139,210.7,0.81,200.9
228.8,1.139,210.7,0.81,200.9
228.7,1.138,210.6,0.81,201.0
